,Return History,Risk History
0,31.345742324155946,0.08448293448404853
1,31.345742324155946,0.08448293448404853
2,31.345742324155946,0.08448293448404853
3,31.345742324155946,0.08448293448404853
4,32.025659736245636,0.08653964408601299
5,32.025659736245636,0.08653964408601299
6,32.025659736245636,0.08653964408601299
7,32.025659736245636,0.08653964408601299
8,32.264133622844774,0.08725782822733312
9,32.264133622844774,0.08725782822733312
10,32.264133622844774,0.08725782822733312
11,32.264133622844774,0.08725782822733312
12,32.385720795897335,0.08762335070824251
13,32.385720795897335,0.08762335070824251
14,32.385720795897335,0.08762335070824251
15,32.385720795897335,0.08762335070824251
16,30.127227790861223,0.08076473012113118
17,30.127227790861223,0.08076473012113118
18,30.127227790861223,0.08076473012113118
19,30.127227790861223,0.08076473012113118
20,31.345742324155946,0.08448293448404853
21,31.345742324155946,0.08448293448404853
22,31.345742324155946,0.08448293448404853
23,31.345742324155946,0.08448293448404853
24,31.793253791204382,0.08583813040922685
25,31.793253791204382,0.08583813040922685
26,31.793253791204382,0.08583813040922685
27,31.793253791204382,0.08583813040922685
28,32.025659736245636,0.08653964408601299
29,32.025659736245636,0.08653964408601299
30,32.025659736245636,0.08653964408601299
31,32.025659736245636,0.08653964408601299
32,29.066617982098624,0.07749709153952972
33,29.066617982098624,0.07749709153952972
34,29.066617982098624,0.07749709153952972
35,29.066617982098624,0.07749709153952972
36,30.71462208458129,0.08256214154310652
37,30.71462208458129,0.08256214154310652
38,30.71462208458129,0.08256214154310652
39,30.71462208458129,0.08256214154310652
40,31.345742324155946,0.08448293448404853
41,31.345742324155946,0.08448293448404853
42,31.345742324155946,0.08448293448404853
43,31.345742324155946,0.08448293448404853
44,31.67925438013673,0.08549345188792758
45,31.67925438013673,0.08549345188792758
46,31.67925438013673,0.08549345188792758
47,31.67925438013673,0.08549345188792758
48,28.13508684213423,0.07460574279651831
49,28.13508684213423,0.07460574279651831
50,28.13508684213423,0.07460574279651831
51,28.13508684213423,0.07460574279651831
52,30.127227790861223,0.08076473012113118
53,30.127227790861223,0.08076473012113118
54,30.127227790861223,0.08076473012113118
55,30.127227790861223,0.08076473012113118
56,30.919901787427747,0.08318811043705535
57,30.919901787427747,0.08318811043705535
58,30.919901787427747,0.08318811043705535
59,30.919901787427747,0.08318811043705535
60,31.345742324155946,0.08448293448404853
61,31.345742324155946,0.08448293448404853
62,31.345742324155946,0.08448293448404853
63,31.345742324155946,0.08448293448404853
